Key	Korean	English
Shell.LayerDetailNoImage	이미지 없음	No image
Shell.LayerDetailPending	레이어 대기	Layer pending
Shell.WorkspaceEmptyTitle	이미지 없음	No image
Shell.WorkspaceEmptyDetail	이미지를 준비한 뒤 도구, Pipeline, 결과 검증 순서로 진행하십시오.	Prepare an image, then proceed through tool setup, Pipeline, and result validation.
Shell.WorkspaceLoadImage	이미지 로드...	Load Image...
Shell.WorkspaceLoadImageButton	이미지 로드	Load Image
Shell.OpenLayerWindow	레이어 새 창으로 보기	Open Layer in New Window
Shell.OpenLayerWindowShort	팝업	Popout
Shell.CreateLayer	새 레이어 만들기	Create Layer
Shell.CreateLayerShort	새 레이어	New
Shell.LoadImageIntoLayer	선택 레이어에 이미지 넣기	Load Image into Layer
Shell.LoadImageIntoLayerShort	이미지 넣기	Load
Shell.RenameLayer	선택 레이어 이름 변경	Rename Selected Layer
Shell.RenameLayerShort	이름 변경	Rename
Shell.DeleteLayer	선택 레이어 삭제	Delete Layer
Shell.DeleteLayerShort	삭제	Delete
Shell.LayerViewerTitleFormat	레이어 보기 - {0}	Layer View - {0}
Shell.DockLayer	레이어 도킹	Dock Layer
Shell.DockLayerShort	도킹	Dock
Shell.ClearDockedLayers	도킹 레이어 비우기	Clear Docked Layers
Shell.ClearDockedLayersShort	해제	Clear
Shell.UndockLayer	도킹 해제	Undock Layer
Shell.DockedLayerStatusFormat	도킹 레이어 {0}개	Docked layers: {0}
Shell.FloatDockedTool	툴 창 분리	Float tool window
Shell.CloseDockedTool	툴 닫기	Close tool
Shell.WorkspaceLoadImageStatusFormat	Main 이미지 로드됨: {0}	Main image loaded: {0}
ToolView.NoInputImageTitle	입력 이미지 없음	No input image
ToolView.NoInputImageDetail	이미지를 로드해 이 도구의 테스트를 시작하십시오.	Load an image to start testing this tool.
ToolView.NoOutputImageTitle	결과 이미지 없음	No result image
ToolView.NoOutputImageDetail	미리보기를 실행하면 결과 이미지가 표시됩니다.	Run Preview to display a result image.
ToolView.LoadImage	이미지 로드...	Load Image...
ToolView.LoadImageButton	이미지 로드	Load Image
ToolView.SaveImage	이미지 저장...	Save Image...
ToolView.RoutePreviewInputToolTip	작은 입력 썸네일입니다. 클릭하면 중앙 작업영역에서 해당 레이어를 표시합니다.	Input thumbnail. Click to show this layer in the central workspace.
ToolView.RoutePreviewOutputToolTip	작은 출력 썸네일입니다. 클릭하면 중앙 작업영역에서 해당 결과 레이어를 표시합니다.	Output thumbnail. Click to show this result layer in the central workspace.
PipelineReview.Title	파이프라인 리뷰	Pipeline Review
PipelineReview.RecipeContextFormat	레시피: {0}	Recipe: {0}
PipelineReview.ReturnToRecipe	레시피로 돌아가기	Return to Recipe
PipelineReview.ReturnToRecipeToolTip	Pipeline Review를 닫고 선택한 레시피 요약으로 돌아갑니다.	Close Pipeline Review and return to the selected recipe summary.
PipelineReview.StepFlow	Step 흐름	Step Flow
PipelineReview.Step	Step	Step
PipelineReview.Tool	Tool	Tool
PipelineReview.State	상태	State
PipelineReview.Route	입출력	Route
PipelineReview.Input	입력	Input
PipelineReview.Output	출력	Output
PipelineReview.Flow	흐름	Flow
PipelineReview.Parameters	파라미터	Parameters
PipelineReview.Validation	검증	Validation
PipelineReview.Result	결과	Result
PipelineReview.RunLog	실행 로그	Run Log
PipelineReview.Readiness.Title	검사 준비도	Inspection readiness
PipelineReview.Readiness.Input	입력 이미지	Input image
PipelineReview.Readiness.Route	Step / 경로	Steps / routes
PipelineReview.Readiness.Acceptance	판정 기준	Acceptance
PipelineReview.Readiness.GoodBad	Good / Bad 증거	Good / Bad evidence
PipelineReview.Readiness.Calibration	스케일 검증	Scale verification
PipelineReview.Readiness.NoSteps	활성 Step 없음	No enabled steps
PipelineReview.Readiness.MissingInputFormat	입력 없음: {0}	Missing: {0}
PipelineReview.Readiness.InputReadyFormat	외부 입력 {0}개 준비	{0} source input(s) ready
PipelineReview.Readiness.ErrorsFormat	오류 {0}개	{0} error(s)
PipelineReview.Readiness.WarningsFormat	경고 {0}개 검토	Review {0} warning(s)
PipelineReview.Readiness.StepsReadyFormat	Step {0}개 연결	{0} step(s) connected
PipelineReview.Readiness.AcceptanceReadyFormat	판정 Step {0}개	{0} judgment step(s)
PipelineReview.Readiness.AcceptanceMissing	OK/NG 기준 없음	No OK/NG criterion
PipelineReview.Readiness.GoodBadReady	비교 쌍 준비	Comparison pair ready
PipelineReview.Readiness.GoodBadMissing	비교 쌍 추가 권장	Add a comparison pair
PipelineReview.Readiness.CalibrationNotApplicable	px 또는 무단위	Pixel or unitless result
PipelineReview.Readiness.CalibrationMissingFormat	mm Step {0}개 스케일 없음	Scale missing in {0} mm step(s)
PipelineReview.Readiness.CalibrationMultipleFormat	mm 스케일 {0}종 확인	Review {0} mm scales
PipelineReview.Readiness.CalibrationReferenceCheckFormat	기준물 확인 {0} mm/px	Verify ref {0} mm/px
PipelineReview.Readiness.SummaryChecksAndAdviceFormat	확인 {0}개 / 권장 {1}개	Check {0} / recommended {1}
PipelineReview.Readiness.SummaryChecksFormat	실행 전 확인 {0}개	Check {0} before review
PipelineReview.Readiness.SummaryAdviceFormat	실행 가능 / 권장 {0}개	Runnable / recommended {0}
PipelineReview.Readiness.SummaryReady	리뷰 실행 준비 완료	Ready to run review
PipelineReview.MetaFormat	{0} / {1} Step	{0} / {1} steps
PipelineReview.Progress.NotRun	미실행	Not run
PipelineReview.Progress.NoSteps	Step 없음	No steps
PipelineReview.Progress.Running	실행 중...	Running...
PipelineReview.Progress.CountsFormat	OK {0} / NG {1} / 대기 {2}	OK {0} / NG {1} / WAIT {2}
PipelineReview.Progress.OffFormat	OFF {0}	OFF {0}
PipelineReview.ValidationNotRun	검증 전	Validation not run
PipelineReview.RunRequired	리뷰 실행 필요	Run review required
PipelineReview.RunRequiredDetail	리뷰 실행을 눌러 Step 결과를 갱신하십시오.	Click Run Review to refresh step results.
PipelineReview.RunReview	리뷰 실행	Run Review
PipelineReview.PreviousStep	이전	Previous
PipelineReview.NextStep	다음	Next
PipelineReview.FirstIssueStep	NG Step	NG Step
PipelineReview.OpenSelectedToolLearnButton	도구 배우기	Learn Tool
PipelineReview.EditSelectedStepButton	설정 수정	Edit Step
PipelineReview.EditSelectedStepToolTip	선택한 Step을 Recipe Manager 파라미터 편집기에서 엽니다.	Open the selected step in the Recipe Manager parameter editor.
PipelineReview.PreviousStepToolTip	이전 Pipeline Step 선택	Select the previous pipeline step
PipelineReview.NextStepToolTip	다음 Pipeline Step 선택	Select the next pipeline step
PipelineReview.FirstIssueStepToolTip	첫 NG Pipeline Step 선택	Select the first NG pipeline step
PipelineReview.OpenSelectedToolLearnToolTip	선택한 도구의 Learn 항목 열기	Open the Learn topic for the selected tool
PipelineReview.FixtureTeach.Button	참조 자세 저장	Save as reference
PipelineReview.FixtureTeach.ButtonToolTip	검토한 Matching 자세를 Pipeline 실행 없이 Fixture 참조값으로 저장합니다.	Save the reviewed Matching pose as the fixture reference without running the pipeline
PipelineReview.FixtureTeach.Waiting	리뷰 실행 후 Matching 결과 1개를 확인하십시오.	Run Review and verify one Matching result.
PipelineReview.FixtureTeach.ReadyFormat	X {0} / Y {1} / {2}도 · 기준 이미지 확인	X {0} / Y {1} / {2} deg. Confirm the reference image.
PipelineReview.FixtureTeach.SavedFormat	X {0} / Y {1} / {2}도 저장 · ROI 유지 · 리뷰 재실행	Saved X {0} / Y {1} / {2} deg. ROI kept; run review again.
PipelineReview.FixtureTeach.SaveFailedFormat	참조를 저장하지 못했습니다: {0}	Could not save reference: {0}
PipelineReview.FixtureTeach.RunRequired	참조 저장됨	Reference saved
PipelineReview.FixtureTeach.RunRequiredDetail	참조가 변경되었습니다. 소비 Step ROI와 입출력 경로는 유지했습니다. 리뷰 실행을 눌러 모든 결과를 갱신하십시오.	The reference changed. Consumer ROI and routing were preserved; click Run Review to refresh every result.
PipelineReview.Ready	파이프라인 리뷰 준비됨	Pipeline review ready
PipelineReview.SelectedFormat	선택: {0}	Selected: {0}
PipelineReview.RunningButton	실행 중...	Running...
PipelineReview.Running	파이프라인 리뷰 실행 중입니다.	Pipeline review is running.
PipelineReview.EmptyFlow	Pipeline Step이 없습니다.	No pipeline steps.
PipelineReview.EmptyHint	Tool View 또는 Pipeline 편집기에서 Step을 추가하십시오.	Add steps from a tool view or the Pipeline editor.
PipelineReview.NoRunResult	실행 결과 없음	No run result
PipelineReview.NoStepsStatus	Pipeline에 Step이 없습니다.	Pipeline has no steps.
PipelineReview.NoImage	이미지 없음	No image
PipelineReview.Execution.NotRun	실행 전	Not run
PipelineReview.Execution.AlreadyRunning	이미 실행 중	Already running
PipelineReview.Execution.NoSteps	Step 없음	No steps
PipelineReview.Execution.ValidationErrors	검증 오류	Validation errors
PipelineReview.ValidationError	검증 오류	Validation error
PipelineReview.FixValidationErrors	리뷰 실행 전 검증 오류를 수정하십시오.	Fix validation errors before running review.
PipelineReview.Execution.Started	시작됨	Started
PipelineReview.RunningSummary	실행 중	Running
PipelineReview.RunningDetail	Pipeline 리뷰 실행 중입니다.	Pipeline review execution in progress.
PipelineReview.Execution.FailedFormat	실패: {0}	Failed: {0}
PipelineReview.RunFailed	실행 실패	Run failed
PipelineReview.Execution.CompletedFormat	완료 / {0} Step 결과	Completed / {0} step results
PipelineReview.Execution.ReferenceChanged	참조 변경됨 / 리뷰 재실행 필요	Reference changed / run review required
PipelineReview.RunLog.ReviewStateFormat	리뷰 상태: {0}	Review state: {0}
PipelineReview.RunLog.ValidationFormat	검증: {0}	Validation: {0}
PipelineReview.RunLog.ResultFormat	결과: {0}	Result: {0}
PipelineReview.RunLog.PreviewModeFormat	미리보기 모드: {0}	Preview mode: {0}
PipelineReview.RunLog.InputImageFormat	입력 이미지: {0}	Input image: {0}
PipelineReview.RunLog.OutputImageFormat	출력 이미지: {0}	Output image: {0}
PipelineReview.NoRunResultForStep	선택 Step 실행 결과 없음.	No run result for selected step.
PipelineReview.Result.ImageLabel	이미지	Image
PipelineReview.Result.OverlaysFormat	Overlay {0}개	Overlays {0}
PipelineReview.ImageMissing	없음	missing
PipelineReview.Validation.ErrorPrefix	오류	Error
PipelineReview.Validation.Valid	Pipeline 구조가 유효합니다.	Pipeline structure looks valid.
PipelineReview.Validation.BranchInputFormat	분기 입력 확인: {0} -> {1}.	Review branch input: {0} -> {1}.
PipelineReview.Flow.DisabledStep	비활성 Step	Disabled step
PipelineReview.Flow.UnknownInput	입력?	Input?
PipelineReview.Flow.SourceImageFormat	원본 이미지: {0}	Source image: {0}
PipelineReview.Flow.BranchInputFormat	분기 입력: {0} / 이전 출력: {1}	Branch input: {0} instead of previous output {1}
PipelineReview.Flow.PreviousOutputFormat	이전 출력: {0}	Previous output: {0}
PipelineReview.Flow.MissingInputFormat	입력 없음: {0}	Missing input: {0}
PipelineReview.RouteFormat	{0} -> {1}	{0} -> {1}
SimplePreprocess.HistogramType	히스토그램 타입	Histogram type
SimplePreprocess.ClipLimit	Clip 제한	Clip limit
SimplePreprocess.TileGrid	타일 그리드	Tile grid
SimplePreprocess.NormalizeAlpha	정규화 Alpha	Normalize alpha
SimplePreprocess.NormalizeBeta	정규화 Beta	Normalize beta
SimplePreprocess.HueRange	Hue	Hue
SimplePreprocess.HueMin	Hue 최소	Hue min
SimplePreprocess.HueMax	Hue 최대	Hue max
SimplePreprocess.SaturationRange	채도	Saturation
SimplePreprocess.SaturationMin	채도 최소	Saturation min
SimplePreprocess.SaturationMax	채도 최대	Saturation max
SimplePreprocess.ValueRange	명도	Value
SimplePreprocess.ValueMin	명도 최소	Value min
SimplePreprocess.ValueMax	명도 최대	Value max
SimplePreprocess.MeanType	평균 타입	Mean type
SimplePreprocess.MeanMin	최소 평균	Min mean
SimplePreprocess.MeanMax	최대 평균	Max mean
VisionTool.SimplePreprocess.MeanPassReasonFormat	평균 {0:0.0}이 설정 범위 {1} 안에 있습니다.	Mean {0:0.0} is inside the configured range {1}.
VisionTool.SimplePreprocess.MeanFailReasonFormat	평균 결과가 없거나 설정 범위 {0}을 통과하지 못했습니다. 원인 후보: ROI, 밝기 변화, 범위 기준.	Mean result is missing or outside the configured range {0}. Cause candidates: ROI, brightness drift, or range limits.
VisionTool.SimplePreprocess.MeanPassNext	Good/Bad 샘플에서 값을 비교한 뒤 파이프라인에 추가하세요	Compare the value on Good/Bad samples, then add to pipeline
VisionTool.SimplePreprocess.MeanFailNext	ROI 또는 평균 범위를 조정한 뒤 미리보기를 다시 실행하세요	Adjust ROI or mean range, then run preview again
VisionTool.SimplePreprocess.HsvReasonFormat	현재 HSV 범위가 전체 픽셀의 {0:0.0}%를 선택했습니다.	The current HSV range selected {0:0.0}% of pixels.
VisionTool.SimplePreprocess.HsvNext	배경까지 많이 남으면 H/S/V 범위를 좁히고 Good/Bad 샘플에서 마스크를 비교하세요	If background remains, narrow H/S/V ranges and compare the mask on Good/Bad samples
VisionTool.SimplePreprocess.HistogramReasonFormat	{0} 변환 후 평균/대비가 {1:0.0}/{2:0.0}에서 {3:0.0}/{4:0.0}로 바뀌었습니다.	{0} changed mean/contrast from {1:0.0}/{2:0.0} to {3:0.0}/{4:0.0}.
VisionTool.SimplePreprocess.HistogramNext	다음 툴에 연결하기 전에 Good/Bad 샘플에서 출력 밝기와 노이즈를 비교하세요	Compare output brightness and noise on Good/Bad samples before connecting the next tool
Menu.Tools	도구	Tools
Menu.Tools.ToolTip	이미지 비교, 로그 보기 등 보조 도구를 엽니다.	Open utility tools such as Image Compare and Log Viewer.
Menu.ImageCompare	이미지 비교	Image Compare
Menu.ImageCompare.ToolTip	여러 이미지를 같은 좌표와 배율로 비교합니다.	Compare multiple images at the same coordinate and zoom.
Menu.LogViewer	로그 보기	Log Viewer
Menu.LogViewer.ToolTip	실행 로그를 자세히 확인합니다.	Open detailed run logs.
Menu.Settings	언어 / 번역 편집	Language / Translations
Menu.Settings.ToolTip	언어를 전환하고 번역 문구를 편집합니다.	Change language and edit translation text.
Menu.Language.ToolTip	화면 언어를 한국어 또는 영어로 전환합니다.	Switch the UI language between Korean and English.
Menu.UserOptions.ToolTip	도구와 언어/번역 편집 메뉴를 엽니다.	Open tools and language/translation options.
Menu.ImageProcessing	이미지 처리	Image Processing
Menu.Algorithm	알고리즘	Algorithm
Menu.View	보기	View
Menu.Guide	가이드	Guide
Menu.Guide.ToolTip	OpenVisionLab 튜토리얼을 엽니다.	Open the OpenVisionLab tutorial.
Menu.Learn	Learn	Learn
Menu.Learn.ToolTip	OpenVisionLab Learn을 엽니다.	Open OpenVisionLab Learn.
Shell.TutorialNotFoundMessage	튜토리얼 파일을 찾을 수 없습니다.\n{0}	Tutorial file was not found.\n{0}
Shell.TutorialOpenFailedMessage	튜토리얼을 열 수 없습니다.\n{0}	Could not open the tutorial.\n{0}
Menu.View.ShowLogDockTitle	Log 패널 제목 표시	Show Log panel title
Menu.View.SaveWorkspaceLayout	레이아웃 저장	Save layout
Menu.View.LoadWorkspaceLayout	레이아웃 불러오기	Load layout
Menu.View.DiagnoseWorkspaceLayout	레이아웃 상태 확인	Check layout state
Menu.VisionTool.ToolTip	{0} Tool을 엽니다.	Open the {0} tool.
Main.Layer	레이어	Layer
Main.LayerInput	레이어 입력	Layer Input
Main.LayerInputCompact	입력	Input
Main.ActiveLayer	활성 레이어	Active Layer
Main.InputSource	입력 기준	Input Source
Main.Flow	실행 흐름	Flow
Main.State	작업 상태	State
Main.Elapsed	소요 시간	Elapsed
Main.RunStep	선택	Step
Main.RunAll	전체	All
Main.Stop	중지	Stop
Main.StopRequest	요청	Request
Main.Fit	맞춤	Fit
Main.Tooltip.RunStep	선택한 검사 Step만 실행합니다.	Run only the selected inspection step.
Main.Tooltip.RunAll	현재 Pipeline 전체를 실행합니다.	Run the full current pipeline.
Main.Tooltip.Stop	실행 중인 Pipeline 중지를 요청합니다.	Request the running pipeline to stop.
Main.Tooltip.Fit	현재 레이어를 뷰어에 맞춥니다.	Fit the current layer to the viewer.
Main.LayoutSaved	레이아웃 저장 완료	Layout saved
Main.LayoutSaveFailed	레이아웃 저장 실패	Layout save failed
Main.LayoutLoaded	레이아웃 불러옴	Layout loaded
Main.DefaultLayoutApplied	기본 레이아웃 적용	Default layout applied
Main.LogDockTitleShown	Log 도킹 제목 표시	Log dock title shown
Main.LogDockTitleHidden	Log 도킹 제목 숨김	Log dock title hidden
Main.GuideOpened	가이드 열기	Guide opened
VisionMenu.Morphology	모폴로지	Morphology
VisionMenu.Filter	필터	Filter
VisionMenu.Threshold	스레시홀드	Threshold
VisionMenu.Arithmetic	산술 연산	Arithmetic
VisionMenu.EdgeDetection	엣지 검출	Edge Detection
VisionMenu.RotateAndScale	회전 / 스케일	Rotate / Scale
VisionMenu.Histogram	히스토그램	Histogram
VisionMenu.HSV	HSV	HSV
VisionMenu.Blob	블랍	Blob
VisionMenu.Contour	컨투어	Contour
VisionMenu.Matching	매칭	Matching
VisionMenu.EdgeBasedMatching	엣지 기반 매칭	Edge Based Matching
VisionMenu.FeatureMatching	특징 매칭	Feature Matching
VisionMenu.Line	라인	Line
VisionMenu.Mean	평균	Mean
VisionMenu.Pipeline	파이프라인	Pipeline
Main.Idle	대기 중	Idle
AiRecipe.Title	AI Recipe 가져오기	AI Recipe Import
AiRecipe.Paste	붙여넣기	Paste
AiRecipe.OpenXml	XML 열기	Open XML
AiRecipe.Sample	샘플	Sample
AiRecipe.Catalog	카탈로그	Catalog
AiRecipe.CheckPair	Pair 검사	Check Pair
AiRecipe.BuildPrompt	프롬프트 생성	Build Prompt
AiRecipe.Validate	검증	Validate
AiRecipe.LoadImage	이미지 로드	Load Image
AiRecipe.CurrentLayers	현재 레이어	Current Layers
AiRecipe.RunPreview	미리보기 실행	Run Preview
AiRecipe.Overview	Recipe 요약	Recipe Overview
AiRecipe.Flow	Step 흐름	Step Flow
AiRecipe.Feedback	AI 피드백	AI Feedback
AiRecipe.Patch	XML 수정 요청	XML Patch Request
AiRecipe.AdvancedXml	고급 XML	Advanced XML
AiRecipe.Validation	검증 결과	Validation
AiRecipe.SafeFix	자동 수정 - 사용할 항목 체크, 값 수정 후 적용	Safe Fix - check Use, edit Value, then apply
AiRecipe.SafeFixSummary	자동 수정 - {0}개 / 선택 {1}개 / 확인 필요 {2}개	Safe Fix - {0} item(s) / selected {1} / review {2}
AiRecipe.SafeFixDetail.Empty	수정 항목을 선택하면 Step, Parameter, 적용 값, 검토 조건을 표시합니다.	Select a fix to review the Step, parameter, value, and review policy.
AiRecipe.SafeFixDetail.Format	대상 {0} | Parameter {1} | 값 {2} -> {3} | {4} | {5}	Target {0} | Parameter {1} | Value {2} -> {3} | {4} | {5}
AiRecipe.SafeFixDetail.BeforeAfterFormat	대상 {0} | Parameter {1} | 값 {2} -> {3} | {4} | {5}	Target {0} | Parameter {1} | Value {2} -> {3} | {4} | {5}
AiRecipe.SafeFixDetail.Selected	적용 선택	Selected
AiRecipe.SafeFixDetail.Ignored	적용 제외	Not selected
AiRecipe.LayerFlow	레이어 흐름 수정	Layer Flow Edit
AiRecipe.Input	입력	Input
AiRecipe.Output	출력	Output
AiRecipe.UsePreviousOutput	이전 출력 사용	Use Previous Output
AiRecipe.KeepBranch	분기 유지	Keep Branch
AiRecipe.ApplyRun	적용 + 실행	Apply + Run
AiRecipe.Preview	미리보기	Preview
AiRecipe.RunResult	실행 결과	Run Result
AiRecipe.Log	로그	Log
AiRecipe.ApplyPipeline	Pipeline에 적용	Apply to Pipeline
AiRecipe.ApplyFix	수정 적용	Apply Fix
AiRecipe.ApplyPreview	적용 + 미리보기	Apply + Preview
AiRecipe.RevertFix	수정 되돌리기	Revert Fix
AiRecipe.CopyFeedback	AI 피드백 복사	Copy AI Feedback
AiRecipe.CopyPatch	수정 요청 복사	Copy Patch Request
AiRecipe.Close	닫기	Close
AiRecipe.Type	구분	Type
AiRecipe.Message	메시지	Message
AiRecipe.Use	사용	Use
AiRecipe.Target	대상	Target
AiRecipe.Change	변경	Change
AiRecipe.Value	제안값 / 수정	Proposed / Edit
AiRecipe.No	No	No
AiRecipe.Step	Step	Step
AiRecipe.Status	상태	Status
AiRecipe.Elapsed	시간	Elapsed
AiRecipe.Metrics	Metrics	Metrics
AiRecipe.InitialLog	LLM이 생성한 VisionPipeline XML을 붙여넣은 뒤 검증하십시오.	Paste an LLM-generated VisionPipeline XML, then Validate.
AiRecipe.OperatorGuide	작업자: 사용할 항목을 체크하고 Value를 필요 시 수정한 뒤 Fix 적용 또는 적용 + 미리보기를 누르십시오.	Operator: check Use, edit Value if needed, then Apply Fix or Apply + Preview.
AiRecipe.EditableGuide	수정 가능한 Value 행은 입력한 값을 사용하며, 체크 해제된 행은 무시됩니다.	Editable Value rows use the typed value; unchecked rows are ignored.
Pipeline.Title	Pipeline	Pipeline
Pipeline.Name	Pipeline	Pipeline
Pipeline.NewStepTool	새 Step 도구	New Step Tool
Pipeline.InputLayer	입력 레이어	Input Layer
Pipeline.OutputLayer	출력 레이어	Output Layer
Pipeline.AddStep	Step 추가	Add Step
Pipeline.AiRecipe	AI Recipe	AI Recipe
Pipeline.Flow	Pipeline 흐름	Pipeline Flow
Pipeline.StepFlow	Step 흐름	Step Flow
Pipeline.Properties	속성	Properties
Pipeline.InputSource	입력 이미지	INPUT SOURCE
Pipeline.OutputResult	출력 결과	OUTPUT RESULT
Pipeline.LinkPrev	이전 출력 연결	Link Prev
Pipeline.Source	원본	Source
Pipeline.Linked	연결됨	Linked
Pipeline.SelectStepFlow	Step을 선택하면 이미지 흐름을 수정할 수 있습니다.	Select a step to edit image flow.
Pipeline.Acceptance	추천 판정 조건	RECOMMENDED ACCEPTANCE
Pipeline.NoAcceptance	판정 조건 없음	No acceptance
Pipeline.Apply	적용	Apply
Pipeline.Clear	해제	Clear
Pipeline.Preview	미리보기	Preview
Pipeline.RunResult	결과	Result
Pipeline.ResultDetails	결과 상세	Result Details
Pipeline.RunLog	실행 로그	Run Log
Shell.LogPanel.Open	로그 열기	Open Log
Shell.LogPanel.Close	로그 닫기	Close Log
Pipeline.Remove	삭제	Remove
Pipeline.Up	위로	Up
Pipeline.Down	아래로	Down
Pipeline.History	이력	History
Pipeline.Samples	샘플	Samples
Pipeline.Batch	일괄	Batch
Pipeline.Import	가져오기	Import
Pipeline.Check	검증	Check
Pipeline.Load	열기	Load
Pipeline.SaveProject	프로젝트 저장	Save Project
Pipeline.RunPreview	미리보기 실행	Run Preview
Pipeline.PublishResult	결과 반영	Publish Result
Pipeline.More	더보기	More
Pipeline.Cancel	닫기	Cancel
Pipeline.PublishAll	전체 반영	Publish all
Pipeline.Menu.AddStepAfter	선택 Step 뒤에 추가	Add Step After...
Pipeline.Menu.InsertStepBefore	선택 Step 앞에 삽입	Insert Step Before...
Pipeline.Menu.AcceptancePreset	판정 조건 Preset	Acceptance Preset
Pipeline.Menu.ClearAcceptance	판정 조건 해제	Clear Acceptance
Pipeline.Menu.UsePreviousOutput	이전 출력으로 입력 연결	Use Previous Output as Input
Pipeline.Menu.UsePreviousOutputWithLayer	이전 출력으로 입력 연결 ({0})	Use Previous Output as Input ({0})
Pipeline.Menu.CopyStep	Step 복사	Copy Step
Pipeline.Menu.PasteStepAfter	복사한 Step 뒤에 붙여넣기	Paste Step After
Pipeline.Menu.DuplicateStep	Step 복제	Duplicate Step
Pipeline.Menu.DisableStep	Step 비활성	Disable Step
Pipeline.Menu.EnableStep	Step 활성	Enable Step
Pipeline.Menu.RemoveStep	Step 삭제	Remove Step
Pipeline.Menu.RunHistory	실행 이력	Run History
Pipeline.Menu.SampleImages	샘플 이미지	Sample Images
Pipeline.Menu.BatchTest	일괄 테스트	Batch Test
Pipeline.Menu.AiRecipe	AI Recipe...	AI Recipe...
Pipeline.Menu.OpenTutorial	튜토리얼 열기...	Open Tutorial...
Pipeline.Menu.ImportXml	XML 가져오기...	Import XML...
Pipeline.Menu.LoadSaved	저장된 Pipeline 열기...	Load Saved...
Pipeline.Menu.RecommendedFor	{0} 추천값	Recommended for {0}
Pipeline.Menu.NoPreset	이 Tool에 추천 Preset이 없습니다.	No preset for this tool
Pipeline.Tooltip.ToolType	다음에 추가할 Tool을 선택합니다. 입력/출력은 Add Step에서 확정합니다.	Choose the tool for the next step. Input and output are confirmed in Add Step.
Pipeline.Tooltip.DefaultInput	Add Step을 열 때 기본 입력으로 사용할 레이어입니다.	Default input used when Add Step opens.
Pipeline.Tooltip.DefaultOutput	Add Step을 열 때 제안할 출력 레이어입니다.	Default output suggestion used when Add Step opens.
Pipeline.Tooltip.Flow	Step을 클릭하면 입력, 출력, 파라미터, 미리보기를 확인합니다.	Click a step to inspect its input, output, parameters, and preview.
Pipeline.Tooltip.StepIo	선택 Step의 이미지 흐름입니다. Tool 파라미터를 조정하기 전에 INPUT/OUTPUT을 확인하십시오.	Selected step image flow. Change INPUT or OUTPUT here before editing tool parameters.
Pipeline.Tooltip.StepInputLayer	선택 Step에서 사용할 이미지 레이어입니다.	Image layer used by the selected step.
Pipeline.Tooltip.StepOutputLayer	선택 Step이 생성할 이미지 레이어입니다.	Image layer created by the selected step.
Pipeline.Tooltip.ChainInput	이전 활성 Step의 출력을 현재 Step 입력으로 연결합니다.	Use the previous enabled step's output as this step's input.
Pipeline.Tooltip.StepIoStatus	선택 Step이 원본에서 시작하는지, 이전 출력을 따르는지, 다른 레이어에서 분기하는지 표시합니다.	Shows whether the selected step starts from a source image, follows the previous output, or branches from another layer.
Pipeline.Tooltip.AddStep	Tool, Step 이름, 입력, 출력을 확인하고 Step을 추가합니다.	Open Add Step to confirm tool, step name, input, and output.
Pipeline.Tooltip.AiRecipe	AI Recipe에서 Pipeline Step을 생성합니다.	Create pipeline steps from an AI recipe.
Pipeline.Tooltip.PreviewMode	Summary는 전체 검출을 보고, Input/Output/Overlay는 선택 Step 기준으로 확인합니다.	Choose Summary for the full detection view, or Input/Output/Overlay for the selected step.
Pipeline.Tooltip.OverlayLabel	Overlay 라벨 표시 방식을 선택합니다.	Choose how overlay labels are drawn.
Pipeline.Tooltip.PointLimit	LineGauge/Edge처럼 점이 많은 Overlay의 표시 개수를 제한합니다.	Limit dense point overlays so LineGauge and edge views stay readable.
Pipeline.Tooltip.OverlayRoi	선택 Step의 ROI를 표시합니다. 전체 이미지 ROI는 숨깁니다.	Show the ROI configured on the selected step. Full-image ROI is hidden.
Pipeline.Tooltip.PreviewLabel	현재 미리보기 모드입니다. Pipeline Flow의 Step, IN, OUT을 클릭해 바꿀 수 있습니다.	Current preview mode. Click Step, IN, or OUT in Pipeline Flow to change it.
Pipeline.Tooltip.OpenPreview	확대 가능한 미리보기를 엽니다. 휠로 확대하고 드래그로 이동합니다.	Open a zoomable preview. Mouse wheel zooms, drag pans.
Pipeline.Tooltip.PreviewBox	더블클릭하면 확대 가능한 미리보기로 엽니다.	Double-click to open the zoomable preview.
Pipeline.Tooltip.TemplateBox	더블클릭하면 Template 이미지를 확대해서 확인합니다.	Double-click to inspect the template in the zoomable viewer.
Pipeline.Tooltip.DetectedBox	더블클릭하면 검출 Crop을 확대해서 확인합니다.	Double-click to inspect the detected crop in the zoomable viewer.
Pipeline.Tooltip.RunPreview	Run Preview는 이 창 안에서만 실행하며 메인 작업영역을 업데이트하지 않습니다.	Run Preview executes inside this window. The main workspace is not updated.
Pipeline.Tooltip.PublishResult	Summary 또는 선택 Step 결과를 메인 작업영역으로 반영합니다.	Publish Summary or the selected step result to the main workspace.
Pipeline.Tooltip.SaveProject	Pipeline XML, 작업 이미지, Step 미리보기 이미지를 저장합니다.	Save pipeline XML, workspace images, and step preview images.
Pipeline.Tooltip.PublishAll	선택/최신 결과만이 아니라 캐시된 모든 Step 출력을 반영합니다.	Publish every cached step output instead of only the selected or latest result.
